time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 17_36_13","7191","8701","31"
"2013-08-13 17_36_14","7767","8642","49"
"2013-08-13 17_36_15","7767","8554","40"
"2013-08-13 17_36_15","7767","8604","24"
"2013-08-13 17_36_16","7767","8761","50"
"2013-08-13 17_36_16","7767","8746","46"
"2013-08-13 17_36_17","7254","8598","41"
"2013-08-13 17_36_18","7767","8621","47"
"2013-08-13 17_36_18","7767","8600","30"
"2013-08-13 17_36_19","7767","8055","36"
"2013-08-13 17_36_20","7767","8150","45"
"2013-08-13 17_36_20","7191","8202","26"
"2013-08-13 17_36_21","7191","8101","35"
"2013-08-13 17_36_21","7767","8157","33"
"2013-08-13 17_36_22","7767","8100","28"
"2013-08-13 17_36_23","7767","8205","38"
"2013-08-13 17_36_23","7767","8151","23"
"2013-08-13 17_36_24","7767","8133","37"
"2013-08-13 17_36_25","7191","8198","32"
"2013-08-13 17_36_25","7767","8024","43"
"2013-08-13 17_36_26","7767","8121","39"
"2013-08-13 17_36_27","7767","8007","42"
"2013-08-13 17_36_27","7191","8101","21"
"2013-08-13 17_36_28","7767","8027","29"
"2013-08-13 17_36_28","7767","8252","25"
"2013-08-13 17_36_29","7191","8104","48"
"2013-08-13 17_36_30","7191","8392","27"
"2013-08-13 17_36_30","7191","8695","34"
"2013-08-13 17_36_31","7191","8842","22"
"2013-08-13 17_36_32","7191","8701","44"
"2013-08-13 17_36_32","7191","8699","31"
"2013-08-13 17_36_33","7191","8749","49"
"2013-08-13 17_36_34","7191","8626","40"
"2013-08-13 17_36_34","7191","8779","24"
"2013-08-13 17_36_35","7191","8659","50"
"2013-08-13 17_36_36","7191","8698","46"
"2013-08-13 17_36_36","7191","8682","41"
"2013-08-13 17_36_37","851","889","43"
"2013-08-13 17_36_37","7191","8849","47"
"2013-08-13 17_36_38","7191","8884","30"
"2013-08-13 17_36_38","7191","8903","36"
"2013-08-13 17_36_39","7191","8772","45"
"2013-08-13 17_36_39","7191","8801","26"
"2013-08-13 17_36_40","857","902","25"
"2013-08-13 17_36_40","7191","8887","35"
"2013-08-13 17_36_41","7191","9009","33"
"2013-08-13 17_36_41","7767","8900","28"
"2013-08-13 17_36_42","7767","8920","38"
"2013-08-13 17_36_43","7767","8968","23"
"2013-08-13 17_36_43","7767","8902","37"
"2013-08-13 17_36_44","7767","8800","32"
"2013-08-13 17_36_45","7767","8041","39"
"2013-08-13 17_36_45","7191","8397","42"
"2013-08-13 17_36_46","7767","8400","21"
"2013-08-13 17_36_47","7767","8398","29"
"2013-08-13 17_36_47","7767","7630","48"
"2013-08-13 17_36_48","7767","7601","27"
"2013-08-13 17_36_48","7767","7504","34"
"2013-08-13 17_36_49","7767","7618","22"
"2013-08-13 17_36_50","7767","7538","44"
"2013-08-13 17_36_50","7754","7600","31"
"2013-08-13 17_36_51","7767","7670","49"
"2013-08-13 17_36_52","7767","7606","40"
"2013-08-13 17_36_52","7767","7598","24"
"2013-08-13 17_36_53","7767","7592","50"
"2013-08-13 17_36_54","7767","7599","46"
"2013-08-13 17_36_54","7191","7604","41"
"2013-08-13 17_36_55","823","900","37"
"2013-08-13 17_36_55","7191","7745","43"
"2013-08-13 17_36_55","7191","8236","47"
"2013-08-13 17_36_56","7191","8256","30"
"2013-08-13 17_36_57","7191","8297","36"
"2013-08-13 17_36_57","7191","8328","45"
"2013-08-13 17_36_58","6615","8224","26"
"2013-08-13 17_36_58","920","1123","29"
"2013-08-13 17_36_59","7191","8360","25"
"2013-08-13 17_37_00","6615","9261","35"
"2013-08-13 17_37_00","6615","9110","33"
"2013-08-13 17_37_01","6615","9063","28"
"2013-08-13 17_37_02","6615","9201","38"
"2013-08-13 17_37_02","6615","9194","23"
"2013-08-13 17_37_03","6615","8669","32"
"2013-08-13 17_37_04","6615","8697","39"
"2013-08-13 17_37_04","6615","8604","42"
"2013-08-13 17_37_05","6615","8516","21"
"2013-08-13 17_37_06","6615","8166","48"
"2013-08-13 17_37_06","7191","8074","27"
"2013-08-13 17_37_07","7191","8036","34"
"2013-08-13 17_37_08","7191","7671","22"
"2013-08-13 17_37_08","7191","8091","44"
"2013-08-13 17_37_09","7191","8116","31"
"2013-08-13 17_37_10","7767","8240","49"
"2013-08-13 17_37_10","7767","8228","40"
"2013-08-13 17_37_11","7767","8412","24"
"2013-08-13 17_37_12","7685","8329","50"
"2013-08-13 17_37_13","7767","8615","46"
"2013-08-13 17_37_13","7191","8321","41"
"2013-08-13 17_37_13","7191","8320","43"
"2013-08-13 17_37_14","7191","8953","37"
"2013-08-13 17_37_15","7191","8933","47"
"2013-08-13 17_37_15","7191","8900","30"
"2013-08-13 17_37_16","7191","8835","36"
"2013-08-13 17_37_17","6615","8480","45"
"2013-08-13 17_37_17","6615","8814","26"
"2013-08-13 17_37_18","6615","9484","29"
"2013-08-13 17_37_19","6615","9636","25"
"2013-08-13 17_37_20","6615","9436","35"
"2013-08-13 17_37_20","6615","9574","33"
"2013-08-13 17_37_21","6615","9845","28"
"2013-08-13 17_37_22","7191","9662","38"
"2013-08-13 17_37_22","7191","9674","23"
"2013-08-13 17_37_23","7191","9806","32"
"2013-08-13 17_37_24","7191","9601","39"
"2013-08-13 17_37_24","7191","9711","42"
"2013-08-13 17_37_25","7191","9703","21"
"2013-08-13 17_37_26","7191","9651","48"
"2013-08-13 17_37_26","7767","9622","27"
"2013-08-13 17_37_27","7767","9842","34"
"2013-08-13 17_37_27","672","1000","36"
"2013-08-13 17_37_28","7767","9761","22"
"2013-08-13 17_37_28","7191","9700","44"
"2013-08-13 17_37_29","8046","9126","31"
"2013-08-13 17_37_30","8343","9653","49"
"2013-08-13 17_37_30","7767","9705","40"
"2013-08-13 17_37_31","7767","9516","24"
"2013-08-13 17_37_32","8343","9600","50"
"2013-08-13 17_37_32","7767","9396","46"
"2013-08-13 17_37_33","7767","9599","41"
"2013-08-13 17_37_33","7767","9604","43"
"2013-08-13 17_37_34","7767","9634","37"
"2013-08-13 17_37_35","8343","9503","47"
"2013-08-13 17_37_35","7767","9588","30"
"2013-08-13 17_37_36","7767","8702","45"
"2013-08-13 17_37_37","7767","8802","26"
"2013-08-13 17_37_37","7767","8869","29"
"2013-08-13 17_37_38","7767","8880","25"
"2013-08-13 17_37_39","7191","8501","35"
"2013-08-13 17_37_39","7767","8347","33"
"2013-08-13 17_37_40","8343","8299","28"
"2013-08-13 17_37_40","8343","8303","38"
"2013-08-13 17_37_41","8343","8230","23"
"2013-08-13 17_37_42","8343","8210","32"
"2013-08-13 17_37_42","8343","8271","39"
"2013-08-13 17_37_43","8343","8289","42"
"2013-08-13 17_37_44","8343","8201","21"
"2013-08-13 17_37_44","8343","8343","48"
"2013-08-13 17_37_45","8343","8295","27"
"2013-08-13 17_37_46","7767","8031","34"
"2013-08-13 17_37_46","7767","8485","36"
"2013-08-13 17_37_47","7767","8701","22"
"2013-08-13 17_37_48","7767","8702","44"
"2013-08-13 17_37_48","7767","8734","31"
"2013-08-13 17_37_49","7767","8711","49"
"2013-08-13 17_37_49","7767","8465","40"
"2013-08-13 17_37_50","7191","8808","24"
"2013-08-13 17_37_51","857","1120","33"
"2013-08-13 17_37_51","7191","8811","50"
"2013-08-13 17_37_51","7191","8872","46"
"2013-08-13 17_37_52","7191","8899","41"
"2013-08-13 17_37_53","7191","8801","43"
"2013-08-13 17_37_53","7191","8633","37"
"2013-08-13 17_37_54","7191","8854","47"
"2013-08-13 17_37_55","7191","8809","30"
"2013-08-13 17_37_55","7191","8567","45"
"2013-08-13 17_37_56","7191","8702","26"
"2013-08-13 17_37_56","7191","8691","29"
"2013-08-13 17_37_57","7175","8719","25"
"2013-08-13 17_37_58","7767","8739","35"
"2013-08-13 17_37_58","7767","8138","28"
"2013-08-13 17_37_59","7767","8200","38"
"2013-08-13 17_38_00","7191","8204","23"
"2013-08-13 17_38_00","7767","7964","32"
"2013-08-13 17_38_01","7767","8142","39"
"2013-08-13 17_38_02","7767","8125","42"
"2013-08-13 17_38_02","7767","8201","21"
"2013-08-13 17_38_03","7767","8110","48"
"2013-08-13 17_38_03","7767","8063","27"
"2013-08-13 17_38_04","7767","8100","34"
"2013-08-13 17_38_05","7767","7789","36"
"2013-08-13 17_38_05","7767","8070","22"
"2013-08-13 17_38_06","7767","8101","44"
"2013-08-13 17_38_07","7767","8112","31"
"2013-08-13 17_38_07","7767","7949","49"
"2013-08-13 17_38_08","7767","8104","40"
"2013-08-13 17_38_09","7191","8002","24"
"2013-08-13 17_38_09","7191","8114","33"
"2013-08-13 17_38_10","7191","8653","50"
"2013-08-13 17_38_10","7191","8702","46"
"2013-08-13 17_38_11","7191","8501","41"
"2013-08-13 17_38_12","7191","8775","43"
"2013-08-13 17_38_12","7191","8830","37"
"2013-08-13 17_38_13","7191","9021","47"
"2013-08-13 17_38_14","7191","8830","30"
"2013-08-13 17_38_14","7191","8949","45"
"2013-08-13 17_38_15","7191","9009","26"
"2013-08-13 17_38_16","7191","8897","29"
"2013-08-13 17_38_16","823","1197","36"
"2013-08-13 17_38_16","6615","8627","25"
"2013-08-13 17_38_17","7191","8954","35"
"2013-08-13 17_38_18","7191","8933","28"
"2013-08-13 17_38_18","7191","8674","38"
"2013-08-13 17_38_19","7191","8948","23"
"2013-08-13 17_38_20","7191","8870","32"
"2013-08-13 17_38_21","7191","9380","39"
"2013-08-13 17_38_21","7767","9312","42"
"2013-08-13 17_38_22","7767","9175","21"
"2013-08-13 17_38_22","7767","9061","48"
"2013-08-13 17_38_23","7816","9299","27"
"2013-08-13 17_38_24","7767","9200","34"
"2013-08-13 17_38_24","7767","8648","22"
"2013-08-13 17_38_25","7830","8586","44"
"2013-08-13 17_38_26","7767","8534","31"
"2013-08-13 17_38_26","7767","8672","49"
"2013-08-13 17_38_27","7767","8702","40"
"2013-08-13 17_38_28","7767","8681","24"
"2013-08-13 17_38_28","7767","8684","33"
"2013-08-13 17_38_29","7191","8723","50"
"2013-08-13 17_38_30","7767","8803","46"
"2013-08-13 17_38_30","7767","8738","41"
"2013-08-13 17_38_31","7767","8727","43"
"2013-08-13 17_38_32","7767","8546","37"
"2013-08-13 17_38_32","7767","8465","47"
"2013-08-13 17_38_33","7816","8598","30"
"2013-08-13 17_38_33","8343","8605","45"
"2013-08-13 17_38_34","829","901","48"
"2013-08-13 17_38_34","7767","8460","26"
"2013-08-13 17_38_35","7191","8602","29"
"2013-08-13 17_38_35","7191","8715","36"
"2013-08-13 17_38_36","7191","9212","25"
"2013-08-13 17_38_37","7191","9245","35"
"2013-08-13 17_38_37","7191","9208","28"
"2013-08-13 17_38_38","7191","9099","38"
"2013-08-13 17_38_38","7191","9163","23"
"2013-08-13 17_38_39","7191","9172","32"
"2013-08-13 17_38_40","7767","8799","39"
"2013-08-13 17_38_40","7767","8802","42"
"2013-08-13 17_38_41","829","899","46"
"2013-08-13 17_38_41","7767","8834","21"
"2013-08-13 17_38_42","7191","8178","27"
"2013-08-13 17_38_42","7191","8172","34"
"2013-08-13 17_38_42","888","987","43"
"2013-08-13 17_38_43","7191","8208","22"
"2013-08-13 17_38_44","7767","8119","44"
"2013-08-13 17_38_44","7191","8106","31"
"2013-08-13 17_38_45","7767","8008","49"
"2013-08-13 17_38_45","7767","7953","40"
"2013-08-13 17_38_46","8343","8000","24"
"2013-08-13 17_38_46","851","1007","29"
"2013-08-13 17_38_47","7816","8001","33"
"2013-08-13 17_38_47","8343","7949","50"
"2013-08-13 17_38_48","7767","7406","41"
"2013-08-13 17_38_49","7767","6651","37"
"2013-08-13 17_38_49","7767","6510","47"
"2013-08-13 17_38_50","7767","6501","30"
"2013-08-13 17_38_51","7191","6681","45"
"2013-08-13 17_38_51","7191","6977","48"
"2013-08-13 17_38_52","7191","7227","26"
"2013-08-13 17_38_52","7191","6703","36"
"2013-08-13 17_38_53","7191","6763","25"
"2013-08-13 17_38_54","7191","6709","35"
"2013-08-13 17_38_54","7191","6699","28"
"2013-08-13 17_38_55","7191","6745","38"
"2013-08-13 17_38_56","7191","6827","23"
"2013-08-13 17_38_56","7191","6796","32"
"2013-08-13 17_38_57","7191","6653","39"
"2013-08-13 17_38_58","6615","6708","42"
"2013-08-13 17_38_58","6615","6899","46"
"2013-08-13 17_38_59","6615","7359","21"
"2013-08-13 17_38_59","6039","7300","27"
"2013-08-13 17_39_00","708","944","37"
"2013-08-13 17_39_00","6039","7302","34"
"2013-08-13 17_39_01","6039","7943","43"
"2013-08-13 17_39_01","6039","8009","22"
"2013-08-13 17_39_02","6039","8001","44"
"2013-08-13 17_39_03","5463","7998","31"
"2013-08-13 17_39_03","6615","8062","49"
"2013-08-13 17_39_04","6039","8199","40"
"2013-08-13 17_39_05","6039","8168","24"
"2013-08-13 17_39_05","6039","8702","29"
"2013-08-13 17_39_06","6039","8702","33"
"2013-08-13 17_39_06","6039","8844","50"
"2013-08-13 17_39_07","6039","8814","41"
"2013-08-13 17_39_08","6039","8168","47"
"2013-08-13 17_39_08","6039","8184","30"
"2013-08-13 17_39_09","6039","7980","45"
"2013-08-13 17_39_10","6039","8129","48"
"2013-08-13 17_39_10","6039","8213","26"
"2013-08-13 17_39_11","6615","8101","36"
"2013-08-13 17_39_12","6615","8065","25"
"2013-08-13 17_39_12","7191","8105","35"
"2013-08-13 17_39_13","7191","8088","28"
"2013-08-13 17_39_13","7109","8100","38"
"2013-08-13 17_39_14","7191","8002","23"
"2013-08-13 17_39_15","7191","8013","32"
"2013-08-13 17_39_15","7191","8128","39"
"2013-08-13 17_39_16","7767","8085","42"
"2013-08-13 17_39_17","7767","8105","46"
"2013-08-13 17_39_17","7767","8141","21"
"2013-08-13 17_39_18","7191","8100","27"
"2013-08-13 17_39_19","7191","8291","34"
"2013-08-13 17_39_19","7191","8900","37"
"2013-08-13 17_39_20","7191","8909","43"
"2013-08-13 17_39_21","7191","8821","22"
"2013-08-13 17_39_21","7191","8782","44"
"2013-08-13 17_39_22","7191","8956","31"
"2013-08-13 17_39_23","7254","8803","49"
"2013-08-13 17_39_23","7191","8911","40"
"2013-08-13 17_39_24","7191","9020","24"
"2013-08-13 17_39_24","7191","8960","29"
"2013-08-13 17_39_25","7191","8890","33"
"2013-08-13 17_39_26","7191","8918","50"
"2013-08-13 17_39_26","7191","8798","41"
"2013-08-13 17_39_27","7191","8886","47"
"2013-08-13 17_39_28","7191","8870","30"
"2013-08-13 17_39_28","7191","8902","45"
"2013-08-13 17_39_29","7191","8909","48"
"2013-08-13 17_39_30","7470","8706","26"
"2013-08-13 17_39_30","7191","8814","36"
"2013-08-13 17_39_31","7767","8833","25"
"2013-08-13 17_39_31","7767","8702","35"
"2013-08-13 17_39_32","7767","8827","28"
"2013-08-13 17_39_33","7767","8986","38"
"2013-08-13 17_39_33","7191","8979","23"
"2013-08-13 17_39_34","7767","9032","32"
"2013-08-13 17_39_35","7767","9017","39"
"2013-08-13 17_39_35","7767","8903","42"
"2013-08-13 17_39_36","7767","9009","46"
"2013-08-13 17_39_37","7767","8923","21"
"2013-08-13 17_39_37","7767","8981","27"
"2013-08-13 17_39_38","7767","8933","34"
"2013-08-13 17_39_39","7767","8898","37"
"2013-08-13 17_39_39","7767","9030","43"
"2013-08-13 17_39_40","7767","9017","22"
"2013-08-13 17_39_41","7767","9217","44"
"2013-08-13 17_39_41","7767","9146","31"
"2013-08-13 17_39_42","7767","9122","49"
"2013-08-13 17_39_42","829","967","25"
"2013-08-13 17_39_43","7767","9083","40"
"2013-08-13 17_39_43","7767","9029","24"
"2013-08-13 17_39_44","7767","9270","29"
"2013-08-13 17_39_45","8343","9109","33"
"2013-08-13 17_39_45","7767","9330","50"
"2013-08-13 17_39_46","7767","9438","41"
"2013-08-13 17_39_47","7767","9493","47"
"2013-08-13 17_39_48","7767","9551","30"
"2013-08-13 17_39_48","7767","9502","45"
"2013-08-13 17_39_49","7767","9412","48"
"2013-08-13 17_39_50","7767","9590","26"
"2013-08-13 17_39_50","7767","9274","36"
"2013-08-13 17_39_51","7767","8894","35"
"2013-08-13 17_39_51","7767","8878","28"
"2013-08-13 17_39_52","7767","8814","38"
"2013-08-13 17_39_53","7767","8600","23"
"2013-08-13 17_39_53","7767","8969","32"
"2013-08-13 17_39_53","682","702","25"
"2013-08-13 17_39_54","7767","8570","39"
"2013-08-13 17_39_55","7767","8930","42"
"2013-08-13 17_39_56","7767","9108","46"
"2013-08-13 17_39_56","7767","9100","21"
"2013-08-13 17_39_57","7767","9006","27"
"2013-08-13 17_39_57","7767","9029","34"
"2013-08-13 17_39_58","7767","8932","37"
"2013-08-13 17_39_59","7767","8901","43"
"2013-08-13 17_39_59","8343","8806","22"
"2013-08-13 17_40_00","7767","8874","44"
"2013-08-13 17_40_01","7767","8800","31"
"2013-08-13 17_40_01","7767","8807","49"
"2013-08-13 17_40_02","7191","8861","40"
"2013-08-13 17_40_03","7767","8505","24"
"2013-08-13 17_40_03","7191","8704","29"
"2013-08-13 17_40_04","7767","8225","33"
"2013-08-13 17_40_04","7191","8464","50"
"2013-08-13 17_40_05","7767","8510","41"
"2013-08-13 17_40_06","7767","8435","47"
"2013-08-13 17_40_06","7767","8138","30"
"2013-08-13 17_40_07","7767","8233","45"
"2013-08-13 17_40_08","7767","8391","48"
"2013-08-13 17_40_08","7767","8201","26"
"2013-08-13 17_40_09","7767","8300","36"
"2013-08-13 17_40_10","7767","8381","35"
"2013-08-13 17_40_10","7767","8252","28"
"2013-08-13 17_40_11","7767","8259","38"
"2013-08-13 17_40_11","7767","8386","23"
"2013-08-13 17_40_12","7767","8200","32"
"2013-08-13 17_40_13","7767","8825","25"
"2013-08-13 17_40_13","7109","8809","39"
"2013-08-13 17_40_14","7767","8793","42"
"2013-08-13 17_40_14","7191","8517","46"
"2013-08-13 17_40_15","7767","8505","21"
"2013-08-13 17_40_16","7830","8528","27"
"2013-08-13 17_40_16","7191","8603","34"
"2013-08-13 17_40_17","7191","8614","37"
"2013-08-13 17_40_18","7191","8630","43"
"2013-08-13 17_40_18","7191","8595","22"
"2013-08-13 17_40_19","7191","8602","44"
"2013-08-13 17_40_20","7191","8537","31"
"2013-08-13 17_40_20","7191","8400","49"
"2013-08-13 17_40_21","7191","8697","40"
"2013-08-13 17_40_22","7191","8460","24"
"2013-08-13 17_40_22","7094","8666","29"
"2013-08-13 17_40_23","7175","8719","33"
"2013-08-13 17_40_23","7767","8700","50"
"2013-08-13 17_40_24","7767","8629","41"
"2013-08-13 17_40_25","7767","8653","47"
"2013-08-13 17_40_25","7767","8627","30"
"2013-08-13 17_40_26","7767","8513","45"
"2013-08-13 17_40_26","7767","8427","48"
"2013-08-13 17_40_27","851","1001","21"
"2013-08-13 17_40_27","7767","8628","26"
"2013-08-13 17_40_28","7767","8730","36"
"2013-08-13 17_40_29","7767","8671","35"
"2013-08-13 17_40_29","7798","8819","28"
"2013-08-13 17_40_30","7767","8825","38"
"2013-08-13 17_40_31","7767","8741","23"
"2013-08-13 17_40_31","7767","8991","32"
"2013-08-13 17_40_32","7767","9061","25"
"2013-08-13 17_40_33","7191","9401","39"
"2013-08-13 17_40_34","7767","9420","42"
"2013-08-13 17_40_34","7767","9435","46"
"2013-08-13 17_40_35","7767","8841","27"
"2013-08-13 17_40_36","7767","8832","34"
"2013-08-13 17_40_36","7767","8800","37"
"2013-08-13 17_40_37","7767","8798","43"
"2013-08-13 17_40_38","7767","8714","22"
"2013-08-13 17_40_38","7767","8936","44"
"2013-08-13 17_40_39","7767","8993","31"
"2013-08-13 17_40_40","7767","8806","49"
"2013-08-13 17_40_40","7767","8566","40"
"2013-08-13 17_40_41","7767","8801","24"
"2013-08-13 17_40_41","7767","8216","29"
"2013-08-13 17_40_42","7767","8617","33"
"2013-08-13 17_40_43","7767","8736","50"
"2013-08-13 17_40_43","7767","8813","41"
"2013-08-13 17_40_44","7767","8742","47"
"2013-08-13 17_40_44","7767","8414","30"
"2013-08-13 17_40_45","7191","8917","45"
"2013-08-13 17_40_46","7191","8904","48"
"2013-08-13 17_40_46","7191","9280","21"
"2013-08-13 17_40_47","7191","9399","26"
"2013-08-13 17_40_48","7191","9412","36"
"2013-08-13 17_40_48","7191","9375","35"
"2013-08-13 17_40_49","7191","9209","28"
"2013-08-13 17_40_50","7191","9336","38"
"2013-08-13 17_40_50","7191","9297","23"
"2013-08-13 17_40_51","7191","9260","32"
"2013-08-13 17_40_52","7191","9208","25"
"2013-08-13 17_40_52","7470","8792","39"
"2013-08-13 17_40_54","7767","10031","42"
"2013-08-13 17_40_55","7767","10109","46"
"2013-08-13 17_40_55","7767","10106","27"
"2013-08-13 17_40_56","7767","9672","34"
"2013-08-13 17_40_57","7470","10415","37"
"2013-08-13 17_40_57","7767","10044","43"
"2013-08-13 17_40_58","7767","10104","22"
"2013-08-13 17_40_59","8343","10229","44"
"2013-08-13 17_40_59","8343","10155","31"
"2013-08-13 17_41_00","8343","10000","49"
"2013-08-13 17_41_01","8343","10245","40"
"2013-08-13 17_41_01","8379","10168","24"
"2013-08-13 17_41_02","8343","10223","29"
"2013-08-13 17_41_03","7767","10133","33"
"2013-08-13 17_41_03","8343","8897","50"
"2013-08-13 17_41_04","7767","9405","41"
"2013-08-13 17_41_05","7767","10050","47"
"2013-08-13 17_41_05","7767","10403","30"
"2013-08-13 17_41_06","7767","10016","45"
"2013-08-13 17_41_07","7767","10297","48"
"2013-08-13 17_41_07","7767","9607","26"
"2013-08-13 17_41_08","7191","10069","21"
"2013-08-13 17_41_08","7754","10310","36"
"2013-08-13 17_41_09","7767","10125","35"
"2013-08-13 17_41_10","7767","10117","28"
"2013-08-13 17_41_10","7767","10127","38"
"2013-08-13 17_41_11","7767","9956","23"
"2013-08-13 17_41_11","7767","10026","32"
"2013-08-13 17_41_12","7767","9944","25"
"2013-08-13 17_41_13","7767","9917","39"
"2013-08-13 17_41_13","7767","8599","42"
"2013-08-13 17_41_14","8325","8699","46"
"2013-08-13 17_41_14","8919","8336","27"
"2013-08-13 17_41_15","782","987","50"
"2013-08-13 17_41_15","8343","8578","34"
"2013-08-13 17_41_16","8919","8378","37"
"2013-08-13 17_41_17","8343","8801","43"
"2013-08-13 17_41_17","8919","8692","22"
"2013-08-13 17_41_18","8919","8628","44"
"2013-08-13 17_41_18","8919","8599","31"
"2013-08-13 17_41_19","8919","8601","49"
"2013-08-13 17_41_20","8919","8606","40"
"2013-08-13 17_41_20","8919","8548","24"
"2013-08-13 17_41_21","8919","8511","29"
"2013-08-13 17_41_22","8919","8605","33"
"2013-08-13 17_41_22","8343","7859","41"
"2013-08-13 17_41_23","7767","7928","47"
"2013-08-13 17_41_24","7767","7901","30"
"2013-08-13 17_41_24","7767","7742","45"
"2013-08-13 17_41_25","7767","7922","48"
"2013-08-13 17_41_25","7767","7701","26"
"2013-08-13 17_41_26","7767","7712","21"
"2013-08-13 17_41_27","7767","7870","36"
"2013-08-13 17_41_27","7767","7922","35"
"2013-08-13 17_41_28","7767","7800","28"
"2013-08-13 17_41_28","7767","7802","38"
"2013-08-13 17_41_29","7767","7898","23"
"2013-08-13 17_41_30","7767","7999","32"
"2013-08-13 17_41_30","7767","7731","25"
"2013-08-13 17_41_31","7191","8112","39"
"2013-08-13 17_41_32","7767","8013","42"
"2013-08-13 17_41_32","7191","8250","46"
"2013-08-13 17_41_33","6615","8105","50"
"2013-08-13 17_41_34","6678","8710","27"
"2013-08-13 17_41_34","6678","8878","34"
"2013-08-13 17_41_35","6678","8701","37"
"2013-08-13 17_41_36","6615","8599","43"
"2013-08-13 17_41_36","7191","8655","22"
"2013-08-13 17_41_37","6615","8694","44"
"2013-08-13 17_41_37","7191","8517","31"
"2013-08-13 17_41_38","7191","8617","49"
"2013-08-13 17_41_39","7191","8632","40"
"2013-08-13 17_41_39","7191","8613","24"
"2013-08-13 17_41_40","7191","8605","29"
"2013-08-13 17_41_41","7191","8745","33"
"2013-08-13 17_41_41","7191","8804","41"
"2013-08-13 17_41_42","6894","8725","47"
"2013-08-13 17_41_43","7191","8709","30"
"2013-08-13 17_41_43","7191","8555","45"
"2013-08-13 17_41_44","7191","8696","48"
"2013-08-13 17_41_45","7767","8920","26"
"2013-08-13 17_41_45","7767","8897","21"
"2013-08-13 17_41_46","7767","8937","36"
"2013-08-13 17_41_47","7767","8880","35"
"2013-08-13 17_41_47","7767","8750","28"
"2013-08-13 17_41_48","7767","8902","38"
"2013-08-13 17_41_48","7767","8804","23"
"2013-08-13 17_41_49","7767","8811","32"
"2013-08-13 17_41_50","7767","8760","25"
"2013-08-13 17_41_50","7767","8814","39"
"2013-08-13 17_41_51","7767","8887","42"
"2013-08-13 17_41_52","7767","8900","46"
"2013-08-13 17_41_52","7767","8814","50"
"2013-08-13 17_41_53","7767","8826","27"
"2013-08-13 17_41_53","7767","8733","34"
"2013-08-13 17_41_54","7767","8864","37"
"2013-08-13 17_41_55","7767","8900","43"
"2013-08-13 17_41_55","7767","8901","22"
"2013-08-13 17_41_56","7767","8918","44"
"2013-08-13 17_41_57","7767","8930","31"
"2013-08-13 17_41_57","7767","8902","49"
"2013-08-13 17_41_58","7767","9054","40"
"2013-08-13 17_41_59","7767","8984","24"
"2013-08-13 17_41_59","7767","9001","29"
"2013-08-13 17_42_00","7767","8817","33"
"2013-08-13 17_42_01","7767","8843","41"
"2013-08-13 17_42_01","7767","8907","47"
"2013-08-13 17_42_02","7767","8694","30"
"2013-08-13 17_42_02","7767","8850","45"
"2013-08-13 17_42_03","7767","8886","48"
"2013-08-13 17_42_04","672","764","50"
"2013-08-13 17_42_04","7767","8880","26"
"2013-08-13 17_42_05","7767","8897","21"
"2013-08-13 17_42_05","7767","8864","36"
"2013-08-13 17_42_06","8343","8908","35"
"2013-08-13 17_42_07","7767","9031","28"
"2013-08-13 17_42_07","7767","9075","38"
"2013-08-13 17_42_08","7767","9124","23"
"2013-08-13 17_42_08","637","701","31"
"2013-08-13 17_42_09","7767","9307","32"
"2013-08-13 17_42_09","719","861","49"
"2013-08-13 17_42_09","7767","9295","25"
"2013-08-13 17_42_10","7767","9227","39"
"2013-08-13 17_42_11","7767","9300","42"
"2013-08-13 17_42_12","7767","9506","46"
"2013-08-13 17_42_12","7767","8689","27"
"2013-08-13 17_42_13","7767","8493","34"
"2013-08-13 17_42_13","7767","8602","37"
"2013-08-13 17_42_14","7767","8322","43"
"2013-08-13 17_42_14","7767","8533","22"
"2013-08-13 17_42_15","7767","8370","44"
"2013-08-13 17_42_16","7767","7113","40"
"2013-08-13 17_42_16","7767","7098","24"
"2013-08-13 17_42_17","7767","7295","29"
"2013-08-13 17_42_18","7803","7300","33"
"2013-08-13 17_42_18","7767","7333","41"
"2013-08-13 17_42_19","7767","7228","47"
"2013-08-13 17_42_20","7767","7406","30"
"2013-08-13 17_42_20","7767","7300","45"
"2013-08-13 17_42_21","7191","7331","48"
"2013-08-13 17_42_22","7191","7603","50"
"2013-08-13 17_42_22","7191","7990","26"
"2013-08-13 17_42_23","7191","7796","21"
"2013-08-13 17_42_23","7191","8010","36"
"2013-08-13 17_42_24","7191","7972","35"
"2013-08-13 17_42_25","7191","7785","28"
"2013-08-13 17_42_25","7191","7602","38"
"2013-08-13 17_42_26","6615","7807","23"
"2013-08-13 17_42_27","6615","8300","31"
"2013-08-13 17_42_27","6039","8203","32"
"2013-08-13 17_42_28","6039","8844","49"
"2013-08-13 17_42_29","6039","8898","25"
"2013-08-13 17_42_29","6615","8922","39"
"2013-08-13 17_42_30","6615","8799","42"
"2013-08-13 17_42_30","6615","8515","46"
"2013-08-13 17_42_31","829","902","30"
"2013-08-13 17_42_31","6039","8816","27"
"2013-08-13 17_42_31","719","802","45"
"2013-08-13 17_42_32","6615","8820","34"
"2013-08-13 17_42_32","6615","8799","37"
