time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 12_43_10","2889","4601","19"
"2013-08-13 12_43_10","3318","4599","30"
"2013-08-13 12_43_11","2889","4600","31"
"2013-08-13 12_43_11","3204","4599","35"
"2013-08-13 12_43_12","3318","4583","28"
"2013-08-13 12_43_12","3318","4601","23"
"2013-08-13 12_43_13","3318","4600","13"
"2013-08-13 12_43_13","3318","4600","33"
"2013-08-13 12_43_14","3169","4600","25"
"2013-08-13 12_43_14","3318","4544","38"
"2013-08-13 12_43_15","3318","4605","34"
"2013-08-13 12_43_15","3318","4598","12"
"2013-08-13 12_43_16","3633","4601","39"
"2013-08-13 12_43_16","3633","4601","15"
"2013-08-13 12_43_17","3747","4606","14"
"2013-08-13 12_43_17","3747","4599","16"
"2013-08-13 12_43_18","3742","4601","17"
"2013-08-13 12_43_18","3747","4600","40"
"2013-08-13 12_43_19","3747","4602","29"
"2013-08-13 12_43_19","3747","4595","20"
"2013-08-13 12_43_20","3747","4601","26"
"2013-08-13 12_43_20","3747","4598","21"
"2013-08-13 12_43_21","3747","4500","11"
"2013-08-13 12_43_21","3747","4599","37"
"2013-08-13 12_43_22","3747","4601","24"
"2013-08-13 12_43_22","3747","4601","36"
"2013-08-13 12_43_23","3747","4501","22"
"2013-08-13 12_43_23","3698","4600","32"
"2013-08-13 12_43_24","3747","4600","18"
"2013-08-13 12_43_24","4176","4598","27"
"2013-08-13 12_43_25","3747","4599","19"
"2013-08-13 12_43_25","3747","4644","30"
"2013-08-13 12_43_26","3747","4600","31"
"2013-08-13 12_43_26","3747","4600","35"
"2013-08-13 12_43_27","3747","4606","28"
"2013-08-13 12_43_27","3747","4601","23"
"2013-08-13 12_43_28","3747","4601","13"
"2013-08-13 12_43_28","3747","4596","33"
"2013-08-13 12_43_29","3747","4607","25"
"2013-08-13 12_43_29","3747","4603","38"
"2013-08-13 12_43_30","3747","4601","34"
"2013-08-13 12_43_30","3747","4601","12"
"2013-08-13 12_43_31","3747","4596","39"
"2013-08-13 12_43_31","3747","4597","15"
"2013-08-13 12_43_32","3747","4605","14"
"2013-08-13 12_43_32","3747","4422","16"
"2013-08-13 12_43_33","3747","4601","17"
"2013-08-13 12_43_33","3747","4601","40"
"2013-08-13 12_43_34","3747","4600","29"
"2013-08-13 12_43_34","3747","4593","20"
"2013-08-13 12_43_35","3747","4601","26"
"2013-08-13 12_43_35","3747","4603","21"
"2013-08-13 12_43_36","3747","4666","11"
"2013-08-13 12_43_36","3747","4700","37"
"2013-08-13 12_43_37","3747","4600","24"
"2013-08-13 12_43_37","3747","4598","36"
"2013-08-13 12_43_38","3747","4699","22"
"2013-08-13 12_43_38","3747","4599","32"
"2013-08-13 12_43_39","3747","4603","18"
"2013-08-13 12_43_39","3747","4606","27"
"2013-08-13 12_43_40","3747","4606","19"
"2013-08-13 12_43_40","3747","4604","30"
"2013-08-13 12_43_41","3747","4602","31"
"2013-08-13 12_43_41","3747","4611","35"
"2013-08-13 12_43_42","3747","4602","28"
"2013-08-13 12_43_42","3747","4601","23"
"2013-08-13 12_43_43","3747","4642","13"
"2013-08-13 12_43_43","3747","4597","33"
"2013-08-13 12_43_44","3747","4600","25"
"2013-08-13 12_43_44","3747","4600","38"
"2013-08-13 12_43_45","3747","4598","34"
"2013-08-13 12_43_45","3747","4604","12"
"2013-08-13 12_43_46","3747","4603","39"
"2013-08-13 12_43_46","887","1000","26"
"2013-08-13 12_43_46","3747","4501","15"
"2013-08-13 12_43_47","3747","4599","14"
"2013-08-13 12_43_47","3747","4599","16"
"2013-08-13 12_43_48","3747","4613","17"
"2013-08-13 12_43_48","3747","4603","40"
"2013-08-13 12_43_49","3747","4500","29"
"2013-08-13 12_43_49","3747","4600","20"
"2013-08-13 12_43_50","3747","4094","21"
"2013-08-13 12_43_50","3747","4101","11"
"2013-08-13 12_43_51","3747","4003","37"
"2013-08-13 12_43_51","3742","4100","24"
"2013-08-13 12_43_52","3747","3989","36"
"2013-08-13 12_43_52","3747","4101","22"
"2013-08-13 12_43_53","3747","4101","32"
"2013-08-13 12_43_53","3747","4101","18"
"2013-08-13 12_43_54","3747","4102","27"
"2013-08-13 12_43_54","3747","4035","19"
"2013-08-13 12_43_55","3747","4100","30"
"2013-08-13 12_43_55","3747","4104","31"
"2013-08-13 12_43_56","3747","4100","35"
"2013-08-13 12_43_56","3747","4105","28"
"2013-08-13 12_43_57","3747","4099","23"
"2013-08-13 12_43_57","3747","4100","13"
"2013-08-13 12_43_58","3747","4098","33"
"2013-08-13 12_43_58","3747","4099","25"
"2013-08-13 12_43_59","3747","4102","38"
"2013-08-13 12_43_59","3747","4100","34"
"2013-08-13 12_44_00","3747","4100","12"
"2013-08-13 12_44_00","3318","3997","39"
"2013-08-13 12_44_01","3318","4272","26"
"2013-08-13 12_44_01","3318","4599","15"
"2013-08-13 12_44_02","3318","4595","14"
"2013-08-13 12_44_02","3318","4601","16"
"2013-08-13 12_44_03","3318","4600","17"
"2013-08-13 12_44_03","3318","4603","40"
"2013-08-13 12_44_04","3318","4600","29"
"2013-08-13 12_44_04","3318","4596","20"
"2013-08-13 12_44_05","3169","4701","21"
"2013-08-13 12_44_05","3318","4592","11"
"2013-08-13 12_44_06","3318","4600","37"
"2013-08-13 12_44_06","3318","4600","24"
"2013-08-13 12_44_07","3318","4600","36"
"2013-08-13 12_44_07","3318","4609","22"
"2013-08-13 12_44_08","3318","4537","32"
"2013-08-13 12_44_08","3318","4589","18"
"2013-08-13 12_44_09","3318","4601","27"
"2013-08-13 12_44_09","3318","4602","19"
"2013-08-13 12_44_10","3318","4600","30"
"2013-08-13 12_44_10","3313","4600","31"
"2013-08-13 12_44_11","3313","4600","35"
"2013-08-13 12_44_11","3318","4596","28"
"2013-08-13 12_44_12","3633","4600","23"
"2013-08-13 12_44_12","3633","4700","13"
"2013-08-13 12_44_13","3747","4697","33"
"2013-08-13 12_44_13","3747","4601","25"
"2013-08-13 12_44_14","3747","4605","38"
"2013-08-13 12_44_14","3747","4599","34"
"2013-08-13 12_44_15","3747","4600","12"
"2013-08-13 12_44_15","4176","4602","39"
"2013-08-13 12_44_16","3747","4600","26"
"2013-08-13 12_44_16","3747","4541","15"
"2013-08-13 12_44_17","3747","4601","14"
"2013-08-13 12_44_17","3747","4601","16"
"2013-08-13 12_44_18","3747","4600","17"
"2013-08-13 12_44_18","3747","4698","40"
"2013-08-13 12_44_19","3747","4506","29"
"2013-08-13 12_44_19","3747","4699","20"
"2013-08-13 12_44_20","3747","4600","21"
"2013-08-13 12_44_20","3747","4760","11"
"2013-08-13 12_44_21","3747","4602","37"
"2013-08-13 12_44_21","3598","4668","24"
"2013-08-13 12_44_22","3747","4604","36"
"2013-08-13 12_44_22","3747","4500","22"
"2013-08-13 12_44_23","3747","4646","32"
"2013-08-13 12_44_23","3747","4608","18"
"2013-08-13 12_44_24","3747","4592","27"
"2013-08-13 12_44_24","3747","4601","19"
"2013-08-13 12_44_25","3747","4603","30"
"2013-08-13 12_44_25","3747","4603","31"
"2013-08-13 12_44_26","3747","4600","35"
"2013-08-13 12_44_26","3747","4601","28"
"2013-08-13 12_44_27","3747","4597","23"
"2013-08-13 12_44_27","3747","4600","13"
"2013-08-13 12_44_28","3747","4600","33"
"2013-08-13 12_44_28","887","1006","14"
"2013-08-13 12_44_28","3747","4511","25"
"2013-08-13 12_44_29","3747","4494","38"
"2013-08-13 12_44_29","3747","4598","34"
"2013-08-13 12_44_30","3747","4600","12"
"2013-08-13 12_44_30","3747","4671","39"
"2013-08-13 12_44_31","3747","4591","26"
"2013-08-13 12_44_31","3747","4506","15"
"2013-08-13 12_44_32","3747","4082","16"
"2013-08-13 12_44_32","3747","4100","17"
"2013-08-13 12_44_33","3747","4101","40"
"2013-08-13 12_44_33","3747","4103","29"
"2013-08-13 12_44_34","3747","4092","20"
"2013-08-13 12_44_34","3747","3936","21"
"2013-08-13 12_44_35","3747","4099","11"
"2013-08-13 12_44_35","3747","4100","37"
"2013-08-13 12_44_36","3747","4038","24"
"2013-08-13 12_44_36","3747","4117","36"
"2013-08-13 12_44_37","3747","4090","22"
"2013-08-13 12_44_37","3747","4200","32"
"2013-08-13 12_44_38","3747","4100","18"
"2013-08-13 12_44_38","3747","4007","27"
"2013-08-13 12_44_39","3747","4101","19"
"2013-08-13 12_44_39","3747","4095","30"
"2013-08-13 12_44_40","3747","4097","31"
"2013-08-13 12_44_40","3747","4108","35"
"2013-08-13 12_44_41","3747","4104","28"
"2013-08-13 12_44_41","3747","4101","23"
"2013-08-13 12_44_42","3747","4269","13"
"2013-08-13 12_44_42","3318","4110","33"
"2013-08-13 12_44_43","3318","4202","14"
"2013-08-13 12_44_43","3318","4599","25"
"2013-08-13 12_44_44","3318","4601","38"
"2013-08-13 12_44_44","3318","4600","34"
"2013-08-13 12_44_45","3318","4599","12"
"2013-08-13 12_44_45","3318","4496","39"
"2013-08-13 12_44_46","3318","4600","26"
"2013-08-13 12_44_46","3318","4599","15"
"2013-08-13 12_44_47","3318","4597","16"
"2013-08-13 12_44_47","3318","4595","17"
"2013-08-13 12_44_48","3318","4601","40"
"2013-08-13 12_44_48","3318","4594","29"
"2013-08-13 12_44_49","3318","4601","20"
"2013-08-13 12_44_49","3318","4602","21"
"2013-08-13 12_44_50","3318","4601","11"
"2013-08-13 12_44_50","3318","4601","37"
"2013-08-13 12_44_51","3318","4601","24"
"2013-08-13 12_44_51","3318","4501","36"
"2013-08-13 12_44_52","3318","4599","22"
"2013-08-13 12_44_52","3318","4599","32"
"2013-08-13 12_44_53","3318","4601","18"
"2013-08-13 12_44_53","3318","4498","27"
"2013-08-13 12_44_54","3633","4590","19"
"2013-08-13 12_44_54","3747","4600","30"
"2013-08-13 12_44_55","3747","4602","31"
"2013-08-13 12_44_55","3747","4600","35"
"2013-08-13 12_44_56","3747","4601","28"
"2013-08-13 12_44_56","3747","4591","23"
"2013-08-13 12_44_57","3698","4602","13"
"2013-08-13 12_44_57","3747","4580","33"
"2013-08-13 12_44_58","3747","4602","14"
"2013-08-13 12_44_58","3747","4699","25"
"2013-08-13 12_44_59","3747","4601","38"
"2013-08-13 12_44_59","3747","4601","34"
"2013-08-13 12_45_00","3747","4605","12"
"2013-08-13 12_45_00","3747","4600","39"
"2013-08-13 12_45_01","3747","4671","26"
"2013-08-13 12_45_01","3747","4600","15"
"2013-08-13 12_45_02","3747","4604","16"
"2013-08-13 12_45_02","3747","4599","17"
"2013-08-13 12_45_03","3747","4601","40"
"2013-08-13 12_45_03","3747","4672","29"
"2013-08-13 12_45_04","3747","4604","20"
"2013-08-13 12_45_04","3747","4603","21"
"2013-08-13 12_45_05","3747","4600","11"
"2013-08-13 12_45_05","3747","4616","37"
"2013-08-13 12_45_06","3747","4602","24"
"2013-08-13 12_45_06","3747","4577","36"
"2013-08-13 12_45_07","3747","4601","22"
"2013-08-13 12_45_07","3747","4599","32"
"2013-08-13 12_45_08","3747","4601","18"
"2013-08-13 12_45_08","3747","4607","27"
"2013-08-13 12_45_09","3747","4603","19"
"2013-08-13 12_45_09","3747","4600","30"
"2013-08-13 12_45_10","3747","4603","31"
"2013-08-13 12_45_10","3747","4601","35"
"2013-08-13 12_45_11","3747","4601","28"
"2013-08-13 12_45_11","3747","4600","23"
"2013-08-13 12_45_12","3747","4602","13"
"2013-08-13 12_45_12","3747","4600","33"
"2013-08-13 12_45_13","3747","4401","14"
"2013-08-13 12_45_13","3747","4594","25"
"2013-08-13 12_45_14","3747","4600","38"
"2013-08-13 12_45_14","3747","4601","34"
"2013-08-13 12_45_15","3747","4600","12"
"2013-08-13 12_45_15","3747","4603","39"
"2013-08-13 12_45_16","3747","4600","26"
"2013-08-13 12_45_16","3747","4600","15"
"2013-08-13 12_45_17","3747","4604","16"
"2013-08-13 12_45_17","3747","4600","17"
"2013-08-13 12_45_18","3747","4606","40"
"2013-08-13 12_45_18","3747","4600","29"
"2013-08-13 12_45_19","3747","4539","20"
"2013-08-13 12_45_19","3747","4603","21"
"2013-08-13 12_45_20","3747","4603","11"
"2013-08-13 12_45_20","3747","4594","37"
"2013-08-13 12_45_21","3747","4601","24"
"2013-08-13 12_45_21","3747","4604","36"
"2013-08-13 12_45_22","3747","4601","22"
"2013-08-13 12_45_22","3747","4499","32"
"2013-08-13 12_45_23","3747","4602","18"
"2013-08-13 12_45_23","3747","4601","27"
"2013-08-13 12_45_24","3747","4501","19"
"2013-08-13 12_45_24","3747","4602","30"
"2013-08-13 12_45_25","3747","4587","31"
"2013-08-13 12_45_25","3747","4600","35"
"2013-08-13 12_45_26","3747","4601","28"
"2013-08-13 12_45_26","3747","4596","23"
"2013-08-13 12_45_27","3747","4602","13"
"2013-08-13 12_45_27","3747","4601","33"
"2013-08-13 12_45_28","3747","4603","14"
"2013-08-13 12_45_28","3747","4499","25"
"2013-08-13 12_45_29","3747","4600","38"
"2013-08-13 12_45_29","3747","4602","34"
"2013-08-13 12_45_30","3747","4601","12"
"2013-08-13 12_45_30","3747","4602","39"
"2013-08-13 12_45_31","3747","4619","26"
"2013-08-13 12_45_31","3721","4603","15"
"2013-08-13 12_45_32","3747","4598","16"
"2013-08-13 12_45_32","3747","4602","17"
"2013-08-13 12_45_33","3698","4601","40"
"2013-08-13 12_45_33","3747","4599","29"
"2013-08-13 12_45_34","3747","4602","20"
"2013-08-13 12_45_34","3747","4603","21"
"2013-08-13 12_45_35","3747","4600","11"
"2013-08-13 12_45_35","3747","4537","37"
"2013-08-13 12_45_36","3747","4599","24"
"2013-08-13 12_45_36","3747","4599","36"
"2013-08-13 12_45_37","3747","4600","22"
"2013-08-13 12_45_37","3747","4501","32"
"2013-08-13 12_45_38","3747","4515","18"
"2013-08-13 12_45_38","3598","4600","27"
"2013-08-13 12_45_39","3747","4518","19"
"2013-08-13 12_45_39","3747","4601","30"
"2013-08-13 12_45_40","3747","4601","31"
"2013-08-13 12_45_40","3747","4595","35"
"2013-08-13 12_45_41","3747","4599","28"
"2013-08-13 12_45_41","3747","4509","23"
"2013-08-13 12_45_42","3747","4598","13"
"2013-08-13 12_45_42","3747","4600","33"
"2013-08-13 12_45_43","3747","4600","14"
"2013-08-13 12_45_43","4176","4605","25"
"2013-08-13 12_45_44","3747","4598","38"
"2013-08-13 12_45_44","3747","4600","34"
"2013-08-13 12_45_45","3747","4693","12"
"2013-08-13 12_45_45","3747","4677","39"
"2013-08-13 12_45_46","3747","4598","26"
"2013-08-13 12_45_46","3629","4599","15"
"2013-08-13 12_45_47","3747","4595","16"
"2013-08-13 12_45_47","3747","4530","17"
"2013-08-13 12_45_48","3747","4599","40"
"2013-08-13 12_45_48","3747","4602","29"
"2013-08-13 12_45_49","4176","4602","20"
"2013-08-13 12_45_49","3747","4500","21"
"2013-08-13 12_45_50","3747","4584","11"
"2013-08-13 12_45_50","3747","4600","37"
"2013-08-13 12_45_51","3747","4600","24"
"2013-08-13 12_45_51","3747","4600","36"
"2013-08-13 12_45_52","3747","4599","22"
"2013-08-13 12_45_52","3747","4506","32"
"2013-08-13 12_45_53","3747","4601","18"
"2013-08-13 12_45_53","3747","4647","27"
"2013-08-13 12_45_54","3747","4605","19"
"2013-08-13 12_45_54","3747","4601","30"
"2013-08-13 12_45_55","3747","4602","31"
"2013-08-13 12_45_55","4176","4599","35"
"2013-08-13 12_45_56","3747","4601","28"
"2013-08-13 12_45_56","3747","4601","23"
"2013-08-13 12_45_57","4176","4495","13"
"2013-08-13 12_45_57","3747","4605","33"
"2013-08-13 12_45_58","3747","4602","14"
"2013-08-13 12_45_58","3747","4603","25"
"2013-08-13 12_45_59","3747","4600","38"
"2013-08-13 12_45_59","3747","4524","34"
"2013-08-13 12_46_00","3747","4600","12"
"2013-08-13 12_46_00","3747","4601","39"
"2013-08-13 12_46_01","3747","4601","26"
"2013-08-13 12_46_01","3747","4594","15"
"2013-08-13 12_46_02","3747","4501","16"
"2013-08-13 12_46_02","4176","4599","17"
"2013-08-13 12_46_03","3747","4601","40"
"2013-08-13 12_46_03","3747","4598","29"
"2013-08-13 12_46_04","3747","4600","20"
"2013-08-13 12_46_04","3747","4624","21"
"2013-08-13 12_46_05","3747","4596","11"
"2013-08-13 12_46_05","3747","4598","37"
"2013-08-13 12_46_05","865","999","30"
"2013-08-13 12_46_06","3747","4601","24"
"2013-08-13 12_46_06","3747","4603","36"
"2013-08-13 12_46_07","3747","4600","22"
"2013-08-13 12_46_07","3747","4604","32"
"2013-08-13 12_46_08","3747","4504","18"
"2013-08-13 12_46_08","3747","4599","27"
"2013-08-13 12_46_09","3747","4602","19"
"2013-08-13 12_46_09","3747","4098","31"
"2013-08-13 12_46_10","3747","4103","35"
"2013-08-13 12_46_10","3747","4098","28"
"2013-08-13 12_46_11","3747","4096","23"
"2013-08-13 12_46_11","3747","3997","13"
"2013-08-13 12_46_12","3747","4172","33"
"2013-08-13 12_46_12","3747","4006","14"
"2013-08-13 12_46_13","3747","4100","25"
"2013-08-13 12_46_13","3747","4108","38"
"2013-08-13 12_46_14","3747","4102","34"
"2013-08-13 12_46_14","3747","4203","12"
"2013-08-13 12_46_15","3747","4101","39"
"2013-08-13 12_46_15","3747","4100","26"
"2013-08-13 12_46_16","3747","4095","15"
"2013-08-13 12_46_16","3747","4101","16"
"2013-08-13 12_46_17","3747","4097","17"
"2013-08-13 12_46_17","3747","4184","40"
"2013-08-13 12_46_18","3747","4195","29"
"2013-08-13 12_46_18","3747","4102","20"
"2013-08-13 12_46_19","3747","4101","21"
"2013-08-13 12_46_19","3747","4098","11"
"2013-08-13 12_46_20","3318","4065","37"
"2013-08-13 12_46_20","3318","4192","30"
"2013-08-13 12_46_21","3318","4599","24"
"2013-08-13 12_46_21","3318","4600","36"
"2013-08-13 12_46_22","3318","4671","22"
"2013-08-13 12_46_22","3318","4602","32"
"2013-08-13 12_46_23","3318","4601","18"
"2013-08-13 12_46_23","3318","4600","27"
"2013-08-13 12_46_24","3318","4598","19"
"2013-08-13 12_46_24","755","921","25"
"2013-08-13 12_46_24","3318","4602","31"
"2013-08-13 12_46_25","3318","4699","35"
"2013-08-13 12_46_25","3318","4624","28"
"2013-08-13 12_46_26","3318","4600","23"
"2013-08-13 12_46_26","3318","4623","13"
"2013-08-13 12_46_27","3318","4602","33"
"2013-08-13 12_46_27","3318","4610","14"
"2013-08-13 12_46_28","3318","4186","38"
"2013-08-13 12_46_28","3318","4093","34"
"2013-08-13 12_46_29","3318","4001","12"
"2013-08-13 12_46_29","3318","4099","39"
"2013-08-13 12_46_30","3318","4100","26"
"2013-08-13 12_46_30","3318","3906","15"
"2013-08-13 12_46_31","3633","4100","16"
"2013-08-13 12_46_31","3747","4100","17"
"2013-08-13 12_46_31","887","1000","30"
"2013-08-13 12_46_32","3747","4136","40"
"2013-08-13 12_46_32","3747","4100","29"
"2013-08-13 12_46_33","3747","4101","20"
"2013-08-13 12_46_33","3747","4109","21"
"2013-08-13 12_46_34","3747","4100","11"
"2013-08-13 12_46_34","3747","4002","37"
"2013-08-13 12_46_35","3747","3598","24"
"2013-08-13 12_46_35","3747","3600","36"
"2013-08-13 12_46_36","3747","3592","22"
"2013-08-13 12_46_36","3747","3502","32"
"2013-08-13 12_46_37","3747","3601","18"
"2013-08-13 12_46_37","3747","3500","27"
"2013-08-13 12_46_38","3318","3600","19"
"2013-08-13 12_46_38","3747","3730","25"
"2013-08-13 12_46_39","3318","4002","31"
"2013-08-13 12_46_39","3318","4100","35"
"2013-08-13 12_46_40","3318","4073","28"
"2013-08-13 12_46_40","3318","4002","23"
"2013-08-13 12_46_41","3318","4102","13"
"2013-08-13 12_46_41","3318","4099","33"
"2013-08-13 12_46_42","3318","4096","14"
"2013-08-13 12_46_42","3318","4100","38"
"2013-08-13 12_46_43","3318","4101","34"
"2013-08-13 12_46_43","3318","4197","12"
"2013-08-13 12_46_44","3292","4102","39"
"2013-08-13 12_46_44","3318","4103","26"
"2013-08-13 12_46_45","3318","4102","15"
"2013-08-13 12_46_45","3318","4101","16"
"2013-08-13 12_46_46","2889","4102","17"
"2013-08-13 12_46_46","2889","4198","30"
"2013-08-13 12_46_47","2889","4600","40"
"2013-08-13 12_46_47","2889","4604","29"
"2013-08-13 12_46_48","2889","4601","20"
"2013-08-13 12_46_48","2889","4634","21"
"2013-08-13 12_46_49","2889","4600","11"
"2013-08-13 12_46_49","2889","4612","37"
"2013-08-13 12_46_50","3204","4600","24"
"2013-08-13 12_46_50","865","1207","25"
"2013-08-13 12_46_50","3318","4532","36"
"2013-08-13 12_46_51","3318","4604","22"
"2013-08-13 12_46_51","3318","4699","32"
"2013-08-13 12_46_52","3318","4600","18"
"2013-08-13 12_46_52","3318","4598","27"
"2013-08-13 12_46_53","3318","4272","19"
"2013-08-13 12_46_53","3318","4102","31"
"2013-08-13 12_46_54","3318","4100","35"
"2013-08-13 12_46_54","3313","4092","28"
"2013-08-13 12_46_55","3318","4100","23"
"2013-08-13 12_46_55","3318","4091","13"
"2013-08-13 12_46_56","3318","4105","33"
"2013-08-13 12_46_56","3318","4098","14"
"2013-08-13 12_46_57","3633","4104","38"
"2013-08-13 12_46_57","3747","4000","34"
"2013-08-13 12_46_58","3747","4100","12"
"2013-08-13 12_46_58","3747","4098","39"
"2013-08-13 12_46_59","3598","4093","26"
"2013-08-13 12_46_59","3747","4176","15"
"2013-08-13 12_47_00","3747","4100","16"
"2013-08-13 12_47_00","3747","4100","17"
"2013-08-13 12_47_01","3747","4098","30"
"2013-08-13 12_47_01","3747","4100","40"
"2013-08-13 12_47_02","3747","4102","29"
"2013-08-13 12_47_02","3747","4101","20"
"2013-08-13 12_47_03","3747","4101","21"
"2013-08-13 12_47_03","3747","4098","11"
"2013-08-13 12_47_04","3318","4102","37"
"2013-08-13 12_47_04","3318","4101","24"
"2013-08-13 12_47_05","3318","4500","25"
"2013-08-13 12_47_05","3318","4600","36"
"2013-08-13 12_47_06","3318","4625","22"
"2013-08-13 12_47_06","3318","4593","32"
"2013-08-13 12_47_07","3747","4596","18"
"2013-08-13 12_47_07","3318","4594","27"
"2013-08-13 12_47_08","3318","4600","19"
"2013-08-13 12_47_08","3318","4603","31"
"2013-08-13 12_47_09","3318","4523","35"
"2013-08-13 12_47_09","3318","4600","28"
"2013-08-13 12_47_10","3747","4603","23"
"2013-08-13 12_47_10","3318","4600","13"
"2013-08-13 12_47_11","3318","4601","33"
"2013-08-13 12_47_11","3318","4601","14"
"2013-08-13 12_47_12","3318","4593","38"
"2013-08-13 12_47_12","3318","4601","34"
"2013-08-13 12_47_13","3318","4496","12"
"2013-08-13 12_47_13","3169","4600","39"
"2013-08-13 12_47_14","3169","4589","26"
"2013-08-13 12_47_14","3318","4622","15"
"2013-08-13 12_47_15","3318","4600","16"
"2013-08-13 12_47_15","3633","4700","17"
"2013-08-13 12_47_16","3633","4600","30"
"2013-08-13 12_47_16","3747","4593","40"
"2013-08-13 12_47_17","3747","4601","29"
"2013-08-13 12_47_17","3747","4594","20"
"2013-08-13 12_47_18","3747","4600","21"
"2013-08-13 12_47_18","3747","4598","11"
"2013-08-13 12_47_19","3747","4586","37"
"2013-08-13 12_47_19","3747","4602","24"
"2013-08-13 12_47_20","3598","4629","25"
"2013-08-13 12_47_20","3747","4600","36"
"2013-08-13 12_47_21","3747","4599","22"
"2013-08-13 12_47_21","3747","4628","32"
"2013-08-13 12_47_22","3747","4687","18"
"2013-08-13 12_47_22","3747","4588","27"
"2013-08-13 12_47_23","3747","4598","19"
"2013-08-13 12_47_23","3747","4600","31"
"2013-08-13 12_47_24","4171","4601","35"
"2013-08-13 12_47_24","4176","4603","28"
"2013-08-13 12_47_25","3747","4602","23"
"2013-08-13 12_47_25","887","999","26"
"2013-08-13 12_47_25","3747","4599","13"
"2013-08-13 12_47_26","3747","4595","33"
"2013-08-13 12_47_26","3747","4618","14"
"2013-08-13 12_47_27","3747","4601","38"
"2013-08-13 12_47_27","3747","4601","34"
"2013-08-13 12_47_28","3747","4607","12"
"2013-08-13 12_47_28","755","910","29"
"2013-08-13 12_47_28","3747","4516","39"
"2013-08-13 12_47_29","3747","4101","15"
"2013-08-13 12_47_29","3747","4108","16"
"2013-08-13 12_47_30","3747","4103","17"
"2013-08-13 12_47_30","3747","4103","30"
"2013-08-13 12_47_31","3598","4232","40"
"2013-08-13 12_47_31","3747","3599","20"
"2013-08-13 12_47_32","3747","3598","21"
"2013-08-13 12_47_32","3747","3701","11"
"2013-08-13 12_47_33","3747","3592","37"
"2013-08-13 12_47_33","887","998","18"
"2013-08-13 12_47_33","3747","3585","24"
"2013-08-13 12_47_34","3747","3499","25"
"2013-08-13 12_47_34","3747","3599","36"
"2013-08-13 12_47_35","3747","3601","22"
"2013-08-13 12_47_35","3747","3608","32"
"2013-08-13 12_47_36","3747","3103","27"
"2013-08-13 12_47_36","3747","3101","19"
"2013-08-13 12_47_37","3747","3074","31"
"2013-08-13 12_47_37","3747","3100","35"
"2013-08-13 12_47_38","3747","3099","28"
"2013-08-13 12_47_38","3318","3109","23"
"2013-08-13 12_47_39","3318","3183","26"
"2013-08-13 12_47_39","3318","3672","13"
"2013-08-13 12_47_40","3318","3601","33"
"2013-08-13 12_47_40","3318","3604","14"
"2013-08-13 12_47_41","3747","3599","38"
"2013-08-13 12_47_41","3318","3600","34"
"2013-08-13 12_47_42","2889","3621","12"
"2013-08-13 12_47_42","2889","3700","29"
"2013-08-13 12_47_43","2889","4101","39"
"2013-08-13 12_47_43","2889","4099","15"
"2013-08-13 12_47_44","2889","4099","16"
"2013-08-13 12_47_44","2884","4100","17"
"2013-08-13 12_47_45","2889","4002","30"
"2013-08-13 12_47_45","2889","4199","40"
"2013-08-13 12_47_46","2889","4053","20"
"2013-08-13 12_47_46","2889","4100","21"
"2013-08-13 12_47_47","2889","4201","11"
"2013-08-13 12_47_47","2460","4099","37"
"2013-08-13 12_47_48","2460","4197","18"
"2013-08-13 12_47_48","2460","4598","24"
"2013-08-13 12_47_49","2460","4600","25"
"2013-08-13 12_47_49","2460","4602","36"
"2013-08-13 12_47_50","2460","4599","22"
"2013-08-13 12_47_50","2460","4596","32"
"2013-08-13 12_47_51","2775","4599","27"
"2013-08-13 12_47_51","2889","4600","19"
"2013-08-13 12_47_51","887","1107","33"
"2013-08-13 12_47_52","2889","4611","31"
"2013-08-13 12_47_52","2889","4517","35"
"2013-08-13 12_47_53","2889","4608","28"
"2013-08-13 12_47_53","2889","4598","23"
"2013-08-13 12_47_53","887","1092","12"
"2013-08-13 12_47_54","3204","4602","26"
"2013-08-13 12_47_54","3318","4600","13"
"2013-08-13 12_47_55","3318","4176","14"
"2013-08-13 12_47_55","3318","3996","38"
"2013-08-13 12_47_56","3318","3989","34"
"2013-08-13 12_47_56","3318","3590","29"
"2013-08-13 12_47_57","3318","3601","39"
"2013-08-13 12_47_57","3318","3399","15"
"2013-08-13 12_47_58","3633","3600","16"
"2013-08-13 12_47_58","3747","3561","17"
"2013-08-13 12_47_59","3747","3603","30"
"2013-08-13 12_47_59","3747","3501","40"
"2013-08-13 12_48_00","3747","3500","20"
"2013-08-13 12_48_00","3747","3577","21"
"2013-08-13 12_48_01","3747","3592","11"
"2013-08-13 12_48_01","3747","3528","37"
"2013-08-13 12_48_02","3747","3606","18"
"2013-08-13 12_48_02","3747","3619","24"
"2013-08-13 12_48_03","3747","4217","25"
"2013-08-13 12_48_05","3747","5068","36"
"2013-08-13 12_48_05","3598","5019","22"
"2013-08-13 12_48_05","3747","4928","32"
"2013-08-13 12_48_06","3318","5021","27"
"2013-08-13 12_48_06","3318","5002","19"
"2013-08-13 12_48_07","3318","5499","33"
"2013-08-13 12_48_07","3318","5384","31"
"2013-08-13 12_48_08","3318","3405","35"
